qed,penalized_logp,smile,esol
0.8187136531953373,0.6203506775426672,Cc1ccccc1C(=O)N1CCC2(CC1)C[C@H](c1ccccc1)C(=O)N2C,-5.000369981380636
0.6412616210675414,2.041273441383168,C[C@@H](NC(=O)COC(=O)/C=C/c1ccc(Cl)cc1)c1ccccc1,-5.004053152880021
0.8770526940955575,1.7909841912400482,CN(CCc1ccc(F)cc1)c1cc(Br)cc(F)c1C(N)=O,-4.995577894296748
0.7667188699983046,2.2090636458498065,CCc1ccc(NC(=O)c2nn(-c3ccc(CC)cc3)ccc2=O)cc1,-4.991555578738249
0.6577126892133155,1.8378760719346352,COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C)cc(C)c1,-4.990250954135286
0.6495233803014855,1.8904399609462497,Cc1noc(C)c1CCCNC(=O)c1c(C)nn(Cc2ccccc2)c1C,-4.998465731140856
0.488898155975059,0.08191541715765653,COc1ccc([C@@H]2NC(=O)N[C@@](O)(C(F)(F)F)[C@H]2C(=O)c2ccc(F)cc2)cc1OC,-4.997846933895392
0.7357325936216279,-0.3916381631431553,Cc1ccccc1N1CCN(C(=O)[C@@]23CC[C@@H](C[C@@H]2Br)C3)CC1,-5.006710711842937
0.8447456545569019,2.041316643804008,O=C(NCc1csc(C2CC2)n1)Nc1ccc(C(=O)N2CCCC2)cc1,-5.006024013716567
0.530290640680043,1.4954076569063366,CCc1ccc(NC(=O)Cn2c(=O)n(Cc3ccco3)c(=O)c3sccc32)cc1,-4.9950002179885615
0.6855723149321605,0.7037581292720978,C=CCN(C(=O)Cc1csc(-c2ccccc2Cl)n1)[C@H]1CCS(=O)(=O)C1,-4.99544618560669
0.8351486682778809,0.7192765381568633,CC(C)c1cnc(CN2CCC[C@@H]2[C@@H](C#N)c2ccccc2)o1,-4.9902612906319925
0.7229797894568857,1.3994430822842563,CN(Cc1nccn1CC(F)(F)F)S(=O)(=O)c1ccc(C(F)(F)F)cc1,-4.992555844307863
0.8380780615030147,0.7875123305391104,Cc1noc(C)c1[C@@H](C)NC(=O)NCC1(c2cccc(F)c2)CCOCC1,-5.003219674873095
0.5279937528995626,2.1352152769898702,COC(=O)c1ccc(OC(=O)c2ccn(-c3cccc(Cl)c3)n2)cc1,-4.993656235399552
0.9071396567954664,1.8269270853760664,COc1ccccc1N1C[C@H](C(=O)Nc2cccc(Cl)c2C)CC1=O,-5.0088960104492495
0.6812093166488818,2.0584222042575244,Clc1ncccc1OCc1coc(-c2cccs2)n1,-5.00944097193229
0.4402165867955799,1.2956782667133837,O=Cc1ccc(N2CCC[C@@H](c3nc4ccccc4[nH]3)C2)c([N+](=O)[O-])c1,-5.0084188042691045
0.8393167953209442,1.0902835162030486,CCC(=O)N(C)c1ccccc1C(=O)N[C@H](C)c1nc(C2CCCC2)no1,-5.005221441569168
0.7343889391086138,0.1655551736322276,O=C(Cc1ccc(F)cc1)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1c1ccc(F)cc1F,-5.004472762102607
0.8306818307466624,1.6378731950056924,C[C@@H]1CCCCN1c1ccc(NC(=S)NC(=O)c2ccco2)cc1,-5.002734751701658
0.8614405574349264,0.1853945086658162,CC(C)c1ccc([C@@H]2C3=C(CCCC3=O)N[C@H]3N=NC(O)=C32)cc1,-4.992553514769454
0.6868870437814264,-0.1538340619241727,CCn1c(C[NH+]2CCC[C@@H](C(=O)c3cccc(Cl)c3)C2)nc2ccccc21,-5.0032383142553565
0.5459295504601053,1.9613488942575927,Cc1ccc(NCC(=O)N/N=C/c2c(C)n(C)c3ccccc23)cc1C,-4.990851008786825
0.6310319674697094,1.3483640287090195,CCOC(=O)[C@H]1CC(=O)N(c2ccc3oc(-c4ccc(OC)cc4)nc3c2)C1,-5.0018806509126215
0.7526699859265887,1.9418659486134089,CSc1ncc(C(=O)N(C)CCC(C)C)n1-c1ccc(F)cc1,-4.997035477441448
0.8457477213165303,0.372423103173552,Cc1csc([C@H](NC(=O)N[C@H](C)c2nc(C(C)(C)C)no2)C2CC2)n1,-4.9983959861890686
0.6672433740976287,1.672356511019581,COc1ccc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1CCN(Cc2ccccc2)CC1,-5.001716036293084
0.33985686811754656,0.7328744540503568,COc1ccc2oc(=O)c(-c3cs/c(=N\N=C\c4ccco4)[nH]3)cc2c1,-4.9940232185263636
0.7187191342255057,2.430176966273999,COC(=O)c1c(NC(=O)COc2ccccc2)sc2ccccc12,-4.9940364217352045
0.8517809283341677,2.1059199292586435,Cc1cccc(Oc2ccccc2NC(=O)C2CCN(S(C)(=O)=O)CC2)c1,-5.000174747163661
0.3422904397939668,0.7025864241125026,O=C(NC[C@@H](c1cccnc1)N1CCc2ccccc2C1)C(=O)Nc1cccc([N+](=O)[O-])c1,-5.006320857936269
0.6337456906010324,1.7941183601731083,Cc1cccc(OCc2nnc(SCC(N)=O)n2-c2cccc(C)c2C)c1,-4.996581717364248
0.7848534948612061,1.900300025019538,O=C(Cc1ccc(OC(F)F)cc1)N1CCc2c(F)ccc(F)c2C1,-5.005813999721537
0.9259526237164418,2.7009414059182117,COCc1cc(C(=O)Nc2ccc(F)cc2Cl)ccc1F,-5.009430864609699
0.6662859714820637,1.945925349292341,O=C(COc1ccc(F)cc1)NCCn1c(C(F)(F)F)nc2ccccc21,-4.990780495342729
0.5427782441235924,1.1685844857958079,C[C@@H](C(=O)Nc1cc2ccccc2oc1=O)n1nc(-c2ccccc2)ccc1=O,-4.996050007159852
0.5885354820429402,1.43651677266875,COc1cc(C(=O)Nc2nc3ccc(S(=O)(=O)N(C)C)cc3s2)cc(OC)c1OC,-5.009100071449144
0.8011849686065211,0.7098636536649477,CC(C)(C)c1ncc([N-]S(=O)(=O)c2cccc(C(=O)N3CCCC3)c2)cn1,-5.0020145018135285
0.7472600219920148,2.1885527644614147,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cccnc1,-4.990299820897123
0.5295938429819262,1.8458530591428275,O=C(Oc1ccc2nccnc2c1)c1sccc1Br,-5.009421698933307
0.9062884118394208,1.8183316590288925,Cc1cc([C@@H](C)NC(=O)Cc2ccc(F)cc2F)c(C)s1,-5.00791735064121
0.8731767113487928,2.167340509472778,COc1ccc(S(=O)(=O)N[C@H](C)c2ccc(C(C)C)cc2)cc1,-5.007342532120579
0.6443656614043374,2.4938166848061383,CCCNC(=O)Nc1ccc(CCc2nc3ccccc3[nH]2)cc1,-4.994279401198137
0.7630754556732456,1.9358200823579084,O=C(NCc1cn2ccsc2n1)Nc1ccc(C(F)(F)F)cc1,-5.009910045657835
0.8614178275389569,1.324920873833862,O=C1COc2cc(NC(=O)N3CC[C@@H]3c3ccccc3)c(Cl)cc2N1,-5.009875203297391
0.5350802095093647,1.0940875288488223,C[C@@]1(c2cccc3ccccc23)NC(=O)N(CC(=O)c2ccc3c(c2)OCO3)C1=O,-5.000786003238403
0.5910736324323609,-10.968998039537137,Cc1cccc(C)c1NC(=S)N/N=C1\C2CN3CCN(C2)CC1(c1ccccc1)C3,-5.00655279931406
